timestamp_s,latency_ms,fps
2631,37.6,26.6
2632,37.1,26.9
2633,36.9,27.1
2634,37.6,26.6
2635,37.5,26.7
2636,37.9,26.4
2637,37.5,26.7
2638,37.3,26.8
2639,37.4,26.7
2640,37.4,26.7
2641,37.4,26.7
2642,36.9,27.1
2643,36.6,27.3
2644,37.2,26.9
2645,37.5,26.7
2646,37.7,26.5
2647,37.0,27.0
2648,38.0,26.3
2649,37.5,26.6
2650,37.6,26.6
2651,36.9,27.1
2652,37.3,26.8
2653,37.5,26.6
2654,36.8,27.2
2655,37.1,26.9
2656,36.9,27.1
2657,37.1,27.0
2658,37.5,26.7
2659,37.2,26.9
2660,37.3,26.8
2661,37.1,27.0
2662,38.0,26.3
2663,37.3,26.8
2664,37.7,26.5
2665,37.3,26.8
2666,37.1,27.0
2667,37.2,26.9
2668,37.0,27.0
2669,37.6,26.6
2670,36.8,27.1
2671,37.3,26.8
2672,37.3,26.8
2673,37.8,26.4
2674,36.9,27.1
2675,37.0,27.0
2676,36.9,27.1
2677,37.0,27.1
2678,37.7,26.5
2679,36.7,27.2
2680,37.7,26.5
2681,37.2,26.9
2682,37.8,26.5
2683,37.9,26.4
2684,37.1,26.9
2685,38.1,26.3
2686,37.2,26.9
2687,37.7,26.5
2688,37.0,27.1
2689,36.7,27.3
2690,37.3,26.8
2691,37.7,26.6
2692,37.7,26.5
2693,37.6,26.6
2694,36.9,27.1
2695,37.1,26.9
2696,37.5,26.7
2697,36.9,27.1
2698,36.8,27.2
2699,37.5,26.7
2700,36.8,27.1
2701,38.0,26.3
2702,37.6,26.6
2703,37.6,26.6
2704,37.6,26.6
2705,37.3,26.8
2706,37.2,26.9
2707,37.2,26.9
2708,37.4,26.7
2709,38.2,26.2
2710,37.3,26.8
2711,37.4,26.7
2712,37.9,26.4
2713,37.1,26.9
2714,37.5,26.7
2715,38.6,25.9
2716,36.4,27.4
2717,37.0,27.0
2718,37.9,26.4
2719,36.9,27.1
2720,37.6,26.6
2721,37.4,26.8
2722,37.9,26.4
2723,37.7,26.5
2724,37.0,27.0
2725,37.2,26.9
2726,37.4,26.8
2727,37.2,26.9
2728,36.8,27.2
2729,37.3,26.8
2730,37.1,27.0
2731,37.6,26.6
2732,37.0,27.0
2733,37.1,27.0
2734,37.3,26.8
2735,37.0,27.1
2736,38.1,26.2
2737,36.8,27.1
2738,37.5,26.7
2739,37.3,26.8
2740,37.9,26.4
2741,37.5,26.7
2742,37.2,26.9
2743,37.2,26.9
2744,37.0,27.0
2745,36.5,27.4
2746,37.7,26.5
2747,37.2,26.9
2748,37.8,26.4
2749,37.5,26.6
2750,37.0,27.1
2751,37.7,26.5
2752,37.3,26.8
2753,37.2,26.9
2754,37.3,26.8
2755,37.2,26.8
2756,37.6,26.6
2757,37.9,26.4
2758,38.1,26.2
2759,37.0,27.0
2760,37.1,26.9
2761,37.2,26.9
2762,37.5,26.7
2763,36.8,27.2
2764,37.4,26.7
2765,36.7,27.2
2766,37.5,26.6
2767,38.0,26.3
2768,37.5,26.7
2769,37.7,26.5
2770,38.0,26.3
2771,38.0,26.3
2772,37.4,26.7
2773,37.9,26.4
2774,37.6,26.6
2775,38.1,26.3
2776,37.6,26.6
2777,37.6,26.6
2778,37.5,26.7
2779,37.2,26.9
2780,37.7,26.5
2781,37.3,26.8
2782,37.4,26.8
2783,37.4,26.7
2784,37.2,26.9
2785,37.1,27.0
2786,37.0,27.0
2787,37.3,26.8
2788,37.5,26.7
2789,37.3,26.8
2790,37.9,26.4
2791,37.5,26.7
2792,38.4,26.1
2793,37.1,27.0
2794,37.7,26.5
2795,37.6,26.6
2796,37.5,26.6
2797,37.1,26.9
2798,37.6,26.6
2799,37.4,26.8
2800,37.2,26.9
2801,37.3,26.8
2802,36.8,27.2
2803,37.4,26.7
2804,37.0,27.0
2805,36.8,27.1
2806,37.8,26.5
2807,37.3,26.8
2808,37.8,26.5
2809,36.7,27.2
2810,38.3,26.1
2811,37.0,27.1
2812,37.3,26.8
2813,38.1,26.3
2814,37.3,26.8
2815,37.4,26.7
2816,37.2,26.9
2817,37.6,26.6
2818,38.0,26.3
2819,37.6,26.6
2820,37.0,27.0
2821,37.3,26.8
2822,37.1,26.9
2823,36.9,27.1
2824,37.4,26.8
2825,37.2,26.9
2826,37.7,26.5
2827,37.3,26.8
2828,37.9,26.4
2829,37.3,26.8
2830,37.4,26.7
2831,37.3,26.8
2832,38.1,26.2
2833,37.1,26.9
2834,38.0,26.3
2835,37.6,26.6
2836,37.5,26.7
2837,37.2,26.9
2838,37.6,26.6
2839,37.7,26.6
2840,37.1,27.0
2841,37.3,26.8
2842,36.8,27.2
2843,37.9,26.4
2844,36.5,27.4
2845,37.6,26.6
2846,37.4,26.8
2847,37.4,26.7
2848,37.3,26.8
2849,36.9,27.1
2850,37.6,26.6
2851,37.6,26.6
2852,37.0,27.0
2853,37.7,26.5
2854,37.4,26.7
2855,37.4,26.7
2856,37.9,26.4
2857,37.2,26.9
2858,37.9,26.4
2859,37.2,26.9
2860,37.7,26.5
2861,36.9,27.1
2862,37.4,26.7
2863,38.3,26.1
2864,36.8,27.2
2865,37.7,26.5
2866,37.5,26.7
2867,37.5,26.7
2868,37.3,26.8
2869,37.5,26.7
2870,37.4,26.8
2871,37.2,26.9
2872,37.2,26.9
2873,37.6,26.6
2874,37.3,26.8
2875,37.5,26.7
2876,37.2,26.9
2877,36.7,27.2
2878,36.2,27.6
2879,37.7,26.5
2880,36.9,27.1
2881,36.9,27.1
2882,37.9,26.4
2883,37.7,26.5
2884,37.5,26.7
2885,37.8,26.4
2886,37.4,26.7
2887,36.9,27.1
2888,37.7,26.5
2889,37.0,27.0
2890,36.9,27.1
2891,37.6,26.6
2892,37.1,27.0
2893,37.4,26.8
2894,36.6,27.4
2895,37.1,26.9
2896,37.9,26.4
2897,37.5,26.7
2898,37.6,26.6
2899,37.6,26.6
2900,37.7,26.5
2901,37.3,26.8
2902,37.2,26.9
2903,37.3,26.8
2904,36.9,27.1
2905,38.0,26.3
2906,37.7,26.5
2907,37.4,26.7
2908,37.6,26.6
2909,36.8,27.2
2910,37.5,26.7
2911,37.4,26.7
2912,37.4,26.8
2913,37.9,26.4
2914,37.1,26.9
2915,38.0,26.3
2916,37.7,26.5
2917,38.3,26.1
2918,37.4,26.7
2919,37.7,26.5
2920,38.2,26.2
2921,37.4,26.7
2922,37.1,26.9
2923,37.2,26.9
2924,37.4,26.8
2925,37.9,26.4
2926,37.3,26.8
2927,37.8,26.4
2928,37.5,26.7
2929,37.5,26.6
2930,37.2,26.9
2931,37.3,26.8
2932,37.4,26.8
2933,37.5,26.7
2934,37.2,26.9
2935,37.2,26.9
2936,36.9,27.1
2937,37.9,26.4
2938,37.7,26.5
2939,37.4,26.7
2940,37.6,26.6
2941,37.2,26.8
2942,37.2,26.9
2943,37.1,27.0
2944,37.9,26.4
2945,37.2,26.9
2946,37.4,26.7
2947,37.6,26.6
2948,37.5,26.6
2949,36.8,27.2
2950,37.5,26.7
2951,37.0,27.0
2952,36.9,27.1
2953,37.2,26.9
2954,37.3,26.8
2955,37.2,26.9
2956,37.5,26.7
2957,36.9,27.1
2958,37.9,26.4
2959,37.5,26.7
2960,38.4,26.1
2961,37.3,26.8
2962,37.5,26.7
2963,36.8,27.1
2964,36.7,27.2
2965,37.8,26.5
2966,37.1,26.9
2967,37.2,26.9
2968,37.6,26.6
2969,36.6,27.3
2970,37.6,26.6
2971,37.9,26.4
2972,36.8,27.2
2973,37.5,26.7
2974,37.3,26.8
2975,37.6,26.6
2976,37.9,26.4
2977,38.2,26.2
2978,38.2,26.2
2979,37.9,26.4
2980,37.3,26.8
2981,37.7,26.5
2982,37.3,26.8
2983,36.9,27.1
2984,37.8,26.5
2985,37.6,26.6
2986,37.1,27.0
2987,37.1,26.9
2988,37.5,26.7
2989,37.7,26.6
2990,37.6,26.6
2991,37.4,26.7
2992,37.0,27.0
2993,36.9,27.1
2994,37.5,26.7
2995,37.1,27.0
2996,37.5,26.7
2997,37.2,26.9
2998,37.2,26.9
2999,37.9,26.4
3000,37.8,26.4
3001,36.9,27.1
3002,37.5,26.7
3003,37.8,26.5
3004,37.4,26.8
3005,37.2,26.9
3006,37.4,26.7
3007,36.9,27.1
3008,37.4,26.7
3009,37.6,26.6
3010,37.4,26.7
3011,38.0,26.3
3012,37.5,26.6
3013,37.7,26.5
3014,37.9,26.4
3015,37.5,26.6
3016,37.1,27.0
3017,37.6,26.6
3018,36.9,27.1
3019,37.8,26.5
3020,37.5,26.7
3021,37.2,26.9
3022,38.1,26.2
3023,37.5,26.7
3024,37.3,26.8
3025,37.7,26.5
3026,37.3,26.8
3027,37.5,26.7
3028,37.3,26.8
3029,37.5,26.7
3030,37.4,26.8
3031,37.4,26.7
3032,37.3,26.8
3033,37.4,26.7
3034,37.3,26.8
3035,37.8,26.4
3036,36.9,27.1
3037,38.3,26.1
3038,37.0,27.0
3039,37.5,26.6
3040,37.7,26.6
3041,36.8,27.2
3042,37.1,27.0
3043,37.8,26.5
3044,37.6,26.6
3045,37.7,26.5
3046,37.3,26.8
3047,37.3,26.8
3048,37.7,26.5
3049,37.5,26.7
3050,37.1,26.9
3051,37.5,26.7
3052,37.4,26.7
3053,37.2,26.9
3054,36.4,27.5
3055,37.6,26.6
3056,37.6,26.6
3057,37.8,26.5
3058,37.0,27.0
3059,37.7,26.5
3060,37.4,26.8
3061,38.0,26.3
3062,36.4,27.4
3063,37.1,26.9
3064,38.0,26.3
3065,37.2,26.9
3066,37.3,26.8
3067,37.4,26.7
3068,37.5,26.6
3069,37.5,26.7
3070,37.8,26.5
3071,37.0,27.0
3072,37.7,26.5
3073,37.2,26.9
3074,37.0,27.0
3075,37.3,26.8
3076,37.3,26.8
3077,37.7,26.5
3078,37.0,27.0
3079,37.6,26.6
3080,36.8,27.1
3081,37.1,26.9
3082,37.1,27.0
3083,37.1,26.9
3084,37.2,26.9
3085,37.2,26.9
3086,37.7,26.6
3087,37.7,26.5
3088,37.6,26.6
3089,37.5,26.7
3090,37.2,26.8
3091,37.6,26.6
3092,37.4,26.8
3093,37.5,26.6
3094,37.4,26.8
3095,38.1,26.3
3096,37.4,26.7
3097,37.7,26.6
3098,37.5,26.7
3099,37.1,27.0
3100,38.0,26.3
3101,38.1,26.2
3102,37.7,26.5
3103,37.1,26.9
3104,37.3,26.8
3105,37.1,26.9
3106,37.0,27.0
3107,37.7,26.5
3108,37.6,26.6
3109,37.7,26.5
3110,36.7,27.3
3111,37.0,27.0
3112,37.6,26.6
3113,37.4,26.7
3114,36.9,27.1
3115,37.4,26.7
3116,37.4,26.7
3117,37.0,27.0
3118,37.3,26.8
3119,37.1,27.0
3120,37.4,26.8
3121,37.0,27.0
3122,38.1,26.3
3123,38.2,26.2
3124,37.2,26.9
3125,38.1,26.2
3126,37.3,26.8
3127,38.2,26.1
3128,37.4,26.8
3129,37.3,26.8
3130,37.0,27.0
3131,36.7,27.2
3132,37.2,26.9
3133,37.1,27.0
3134,37.3,26.8
3135,37.3,26.8
3136,37.6,26.6
3137,37.5,26.6
3138,37.5,26.7
3139,37.3,26.8
3140,37.7,26.5
3141,37.1,26.9
3142,38.3,26.1
3143,37.8,26.5
3144,37.2,26.9
3145,37.1,27.0
3146,37.0,27.0
3147,36.5,27.4
3148,37.5,26.7
3149,37.1,27.0
3150,38.0,26.3
3151,37.1,26.9
3152,37.2,26.9
3153,37.8,26.4
3154,37.1,26.9
3155,37.0,27.0
3156,38.1,26.2
3157,37.4,26.8
3158,37.5,26.7
3159,37.8,26.4
3160,37.5,26.6
3161,37.7,26.5
3162,37.2,26.9
3163,37.0,27.0
3164,37.4,26.8
3165,37.2,26.9
3166,37.0,27.0
3167,38.1,26.2
3168,36.7,27.2
3169,36.7,27.3
3170,37.0,27.0
3171,36.6,27.3
3172,36.6,27.3
3173,37.9,26.4
3174,36.6,27.3
3175,37.3,26.8
3176,37.1,27.0
3177,37.4,26.7
3178,37.9,26.4
3179,36.9,27.1
3180,37.9,26.4
3181,37.9,26.4
3182,37.0,27.1
3183,37.1,27.0
3184,37.3,26.8
3185,37.2,26.9
3186,37.0,27.0
3187,38.1,26.2
3188,37.1,27.0
3189,36.6,27.3
3190,38.3,26.1
3191,38.1,26.3
3192,37.3,26.8
3193,37.0,27.1
3194,37.4,26.7
3195,37.1,26.9
3196,37.4,26.8
3197,38.0,26.3
3198,37.6,26.6
3199,37.6,26.6
3200,38.2,26.2
3201,36.7,27.3
3202,37.5,26.6
3203,36.9,27.1
3204,37.2,26.9
3205,37.2,26.9
3206,37.7,26.5
3207,37.0,27.0
3208,37.0,27.0
3209,37.2,26.9
3210,37.8,26.5
3211,36.1,27.7
3212,37.5,26.7
3213,37.8,26.4
3214,37.3,26.8
3215,37.9,26.4
3216,37.6,26.6
3217,37.2,26.9
3218,37.5,26.6
3219,37.4,26.7
3220,36.7,27.3
3221,37.9,26.4
3222,37.7,26.5
3223,37.9,26.4
3224,37.3,26.8
3225,36.9,27.1
3226,37.2,26.9
3227,37.0,27.0
3228,37.6,26.6
3229,37.2,26.9
3230,37.2,26.8
3231,37.6,26.6
3232,37.0,27.0
3233,36.9,27.1
3234,37.5,26.7
3235,36.9,27.1
3236,36.7,27.2
3237,37.1,26.9
3238,37.2,26.9
3239,37.5,26.7
3240,38.0,26.3
3241,36.5,27.4
3242,37.7,26.5
3243,37.4,26.7
3244,36.6,27.3
3245,37.2,26.9
3246,36.8,27.2
3247,36.7,27.3
3248,37.5,26.7
3249,37.2,26.9
3250,36.7,27.2
3251,37.4,26.7
3252,38.1,26.2
3253,37.7,26.5
3254,37.9,26.4
3255,37.4,26.7
3256,37.5,26.7
3257,37.8,26.5
3258,37.2,26.9
3259,37.5,26.7
3260,37.3,26.8
3261,36.6,27.3
3262,37.3,26.8
3263,37.5,26.7
3264,36.7,27.3
3265,37.0,27.1
3266,37.7,26.5
3267,37.7,26.5
3268,37.5,26.7
3269,37.6,26.6
3270,37.9,26.4
3271,37.2,26.9
3272,37.2,26.9
3273,37.1,27.0
3274,37.4,26.8
3275,36.7,27.3
3276,37.3,26.8
3277,37.4,26.7
3278,37.4,26.8
3279,37.8,26.5
3280,37.5,26.6
3281,37.7,26.5
3282,36.6,27.3
3283,37.1,26.9
3284,37.4,26.8
3285,36.7,27.2
3286,37.6,26.6
3287,36.3,27.5
3288,36.9,27.1
3289,37.5,26.6
3290,36.4,27.4
3291,36.9,27.1
3292,37.6,26.6
3293,37.3,26.8
3294,37.5,26.7
3295,37.3,26.8
3296,37.3,26.8
3297,37.6,26.6
3298,37.3,26.8
3299,36.5,27.4
3300,37.3,26.8
3301,37.6,26.6
3302,37.1,27.0
3303,37.2,26.9
3304,37.3,26.8
3305,37.2,26.9
3306,37.1,26.9
3307,37.4,26.8
3308,38.4,26.0
3309,37.8,26.5
3310,38.3,26.1
3311,37.6,26.6
3312,37.2,26.9
3313,37.1,27.0
3314,37.5,26.6
3315,37.0,27.1
3316,38.0,26.3
3317,37.5,26.7
3318,37.9,26.4
3319,36.7,27.3
3320,37.6,26.6
3321,36.5,27.4
3322,38.0,26.3
3323,37.7,26.5
3324,36.7,27.2
3325,37.2,26.9
3326,37.0,27.1
3327,37.5,26.6
3328,38.1,26.2
3329,37.1,26.9
3330,37.6,26.6
3331,37.4,26.7
3332,37.8,26.4
3333,37.1,26.9
3334,37.7,26.5
3335,36.9,27.1
3336,38.0,26.3
3337,37.7,26.5
3338,36.7,27.2
3339,37.4,26.8
3340,37.1,26.9
3341,37.9,26.4
3342,37.9,26.4
3343,38.0,26.3
3344,37.0,27.0
3345,37.2,26.9
3346,37.7,26.5
3347,36.9,27.1
3348,37.2,26.9
3349,37.6,26.6
3350,38.1,26.3
3351,37.3,26.8
3352,37.5,26.6
3353,37.9,26.4
3354,37.8,26.5
3355,37.4,26.8
3356,37.6,26.6
3357,37.6,26.6
3358,36.9,27.1
3359,37.4,26.7
3360,36.9,27.1
3361,37.8,26.4
3362,37.5,26.6
3363,37.0,27.1
3364,37.3,26.8
3365,37.5,26.7
3366,36.3,27.5
3367,37.1,27.0
3368,37.5,26.6
3369,37.7,26.6
3370,37.7,26.5
3371,37.9,26.4
3372,37.6,26.6
3373,37.2,26.9
3374,37.6,26.6
3375,37.0,27.0
3376,38.1,26.2
3377,37.7,26.5
3378,37.3,26.8
3379,37.6,26.6
3380,37.3,26.8
3381,38.0,26.3
3382,37.7,26.5
3383,37.7,26.5
3384,37.8,26.5
3385,37.5,26.6
3386,37.9,26.4
3387,37.3,26.8
3388,37.6,26.6
3389,38.1,26.3
3390,37.3,26.8
3391,37.0,27.0
3392,37.4,26.8
3393,37.1,27.0
3394,37.2,26.9
3395,38.0,26.3
3396,37.5,26.7
3397,38.0,26.3
3398,37.5,26.6
3399,37.0,27.0
3400,37.1,27.0
3401,37.2,26.9
3402,37.4,26.8
3403,36.6,27.3
3404,37.1,27.0
3405,37.2,26.9
3406,37.5,26.7
3407,37.2,26.9
3408,37.5,26.7
3409,37.3,26.8
3410,37.2,26.9
3411,37.5,26.7
3412,36.8,27.2
3413,38.3,26.1
3414,37.9,26.4
3415,37.5,26.7
3416,37.8,26.5
3417,37.7,26.5
3418,37.8,26.4
3419,37.2,26.9
3420,37.5,26.7
3421,37.9,26.4
3422,37.0,27.0
3423,37.3,26.8
3424,37.6,26.6
3425,37.7,26.5
3426,37.5,26.6
3427,38.1,26.2
3428,37.5,26.7
3429,37.2,26.9
3430,37.5,26.7
3431,37.3,26.8
3432,36.7,27.3
3433,37.4,26.8
3434,37.2,26.9
3435,37.1,26.9
3436,36.9,27.1
3437,37.8,26.4
3438,37.6,26.6
3439,37.2,26.9
3440,37.5,26.7
3441,37.2,26.9
3442,36.8,27.2
3443,37.7,26.5
3444,37.2,26.9
3445,37.2,26.9
3446,36.2,27.6
3447,37.9,26.4
3448,36.4,27.5
3449,37.3,26.8
3450,37.3,26.8
3451,37.1,26.9
3452,37.9,26.4
3453,37.6,26.6
3454,36.6,27.3
3455,37.0,27.0
3456,36.3,27.5
3457,37.6,26.6
3458,37.4,26.7
3459,36.8,27.2
3460,37.7,26.5
3461,37.4,26.7
3462,37.9,26.4
3463,37.2,26.9
3464,37.6,26.6
3465,37.4,26.7
3466,37.0,27.0
3467,37.4,26.7
3468,37.1,27.0
3469,36.9,27.1
3470,37.9,26.4
3471,37.5,26.7
3472,37.6,26.6
3473,37.0,27.0
3474,37.4,26.7
3475,37.7,26.5
3476,37.3,26.8
3477,37.8,26.4
3478,37.3,26.8
3479,37.4,26.8
3480,37.3,26.8
3481,37.2,26.9
3482,37.1,27.0
3483,38.0,26.3
3484,37.2,26.9
3485,37.6,26.6
3486,36.9,27.1
3487,37.9,26.4
3488,37.8,26.4
3489,37.1,27.0
3490,37.0,27.0
3491,37.1,27.0
3492,37.7,26.5
3493,37.6,26.6
3494,38.0,26.3
3495,37.4,26.7
3496,36.9,27.1
3497,37.5,26.7
3498,37.4,26.7
3499,37.5,26.7
3500,37.0,27.0
3501,37.5,26.7
3502,37.5,26.7
3503,37.9,26.4
3504,37.4,26.7
3505,37.2,26.9
3506,37.2,26.9
3507,36.6,27.3
3508,37.0,27.0
3509,37.7,26.5
3510,36.8,27.2
3511,37.7,26.5
3512,37.4,26.7
3513,37.2,26.9
3514,36.5,27.4
3515,37.6,26.6
3516,37.6,26.6
3517,37.7,26.5
3518,37.7,26.5
3519,37.4,26.8
3520,37.9,26.4
3521,37.4,26.7
3522,36.8,27.2
3523,37.0,27.0
3524,38.4,26.0
3525,37.8,26.5
3526,36.8,27.2
3527,37.8,26.5
3528,36.9,27.1
3529,37.4,26.7
3530,37.3,26.8
3531,38.1,26.3
3532,37.2,26.9
3533,36.9,27.1
3534,37.5,26.7
3535,37.2,26.9
3536,37.1,26.9
3537,37.2,26.9
3538,37.9,26.4
3539,37.0,27.0
3540,37.4,26.7
3541,37.0,27.0
3542,37.4,26.8
3543,37.7,26.5
3544,37.5,26.7
3545,37.4,26.7
3546,36.9,27.1
3547,37.5,26.6
3548,37.8,26.4
3549,37.3,26.8
3550,38.0,26.3
3551,37.8,26.4
3552,37.8,26.5
3553,37.1,27.0
3554,37.5,26.7
3555,37.2,26.9
3556,37.8,26.5
3557,37.9,26.4
3558,37.7,26.5
3559,36.6,27.3
3560,37.3,26.8
3561,37.5,26.7
3562,38.2,26.2
3563,37.1,27.0
3564,37.2,26.9
3565,37.1,27.0
3566,37.4,26.8
3567,38.0,26.3
3568,37.7,26.5
3569,36.7,27.2
3570,37.5,26.7
3571,37.2,26.9
3572,37.4,26.7
3573,37.4,26.7
3574,37.7,26.5
3575,37.8,26.5
3576,37.3,26.8
3577,36.9,27.1
3578,37.7,26.5
3579,36.8,27.2
3580,37.1,27.0
3581,37.3,26.8
3582,37.3,26.8
3583,37.9,26.4
3584,37.6,26.6
3585,38.0,26.3
3586,37.3,26.8
3587,37.0,27.0
3588,36.9,27.1
3589,37.3,26.8
3590,37.9,26.4
3591,37.6,26.6
3592,37.4,26.7
3593,37.8,26.5
3594,37.0,27.0
3595,37.6,26.6
3596,38.2,26.2
3597,37.0,27.1
3598,36.9,27.1
3599,37.6,26.6
